tax_id,sample-15,sample-23,sample-10,sample-5,sample-85,sample-6,sample-81,sample-3,sample-86,sample-80,sample-84,sample-25,sample-87,sample-13,sample-1,sample-16,sample-9,sample-26,sample-11,sample-91,sample-82,sample-4,sample-7,sample-12,sample-21,sample-18,sample-27,sample-20,sample-32,sample-22,sample-14,Kingdom,Phylum,Class,Order,Family,Genus,Species
LC028762.1.1518,0,0,1.56494522691706,0.949667616334283,1.15740740740741,0,0,0,0,0,0.930232558139535,0,0,0,3.42231348391513,2.54939451880179,0,0,0,0,0,5.37221795855718,0,1.37931034482759,4.61437046802901,1.60128102481986,0,2.58397932816538,0,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,uncultured bacterium
AY363377.1.1576,0,0,0,0,1.73611111111111,0,0,4.06504065040651,0,0,2.79069767441861,2.91120815138283,0,0,0.684462696783026,0.637348629700446,0,0,0,0,0,1.53491941673062,2.43605359317905,0,0,0,0,1.29198966408269,1.31406044678055,1.26582278481013,61.5384615384616,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. rennanqilfy19
FPLS01034963.16.1514,0,0,0,0,0,0,0,0,3.13479623824452,0,0,4.36681222707424,0,0,0,0,0,2.79524807826695,0,0,0.674308833445718,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,metagenome
EU259405.1.1499,0,1.40154169586545,0.782472613458529,1.42450142450143,0,0,0,0,0,0,0,0,0.586166471277843,0,2.05338809034908,0,0,0,0,0,0,3.83729854182656,0,0,0.659195781147001,3.20256204963971,0,2.58397932816538,2.62812089356111,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured rumen bacterium
LC028742.1.1523,2.04638472032742,2.8030833917309,0,3.79867046533713,2.31481481481482,0,3.48027842227378,1.6260162601626,1.56739811912226,1.05485232067511,0.930232558139535,1.45560407569141,1.75849941383353,7.50469043151971,2.05338809034908,1.91204588910134,0,1.39762403913347,0,0,2.69723533378287,3.83729854182656,0,4.82758620689655,4.61437046802901,1.60128102481986,1.77619893428064,2.58397932816538,3.94218134034166,1.26582278481013,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-005,uncultured bacterium
EU794130.1.1454,28.6493860845839,18.9208128941836,30.5164319248826,57.9297245963913,19.0972222222222,8.9086859688196,29.0023201856149,15.4471544715447,7.05329153605016,6.32911392405064,12.093023255814,17.467248908297,28.7221570926143,3.75234521575985,66.3928815879535,10.8349267049076,0,43.3263452131377,4.47570332480819,1.56494522691706,16.1834120026972,11.5118956254797,6.09013398294763,114.48275862069,8.56954515491101,116.89351481185,12.4333925399645,5.16795865633075,21.0249671484888,24.0506329113924,3.07692307692308,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,uncultured Bacteroidales bacterium
KJ605878.1.1490,0.682128240109141,0,0,0.474833808167142,4.05092592592593,2.2271714922049,4.64037122969838,0.813008130081301,0.783699059561129,4.21940928270042,1.86046511627907,1.45560407569141,1.17233294255569,0,0.684462696783026,2.54939451880179,2.10526315789474,0,1.27877237851662,0,1.34861766689144,0,2.43605359317905,0,0.659195781147001,0,0,2.58397932816538,0,1.26582278481013,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured Flavobacterium sp.
AB499841.1.1485,0,0,0.782472613458529,0,1.73611111111111,1.11358574610245,0,0,0,0,0,0,1.75849941383353,0,0,0,0,0,0.639386189258312,0,0,0,0,0.689655172413793,0,1.60128102481986,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus
LC028792.1.1522,6.13915416098227,7.70847932725999,9.38967136150235,7.59734093067427,4.05092592592593,2.2271714922049,3.48027842227378,6.50406504065041,3.91849529780564,3.16455696202532,1.86046511627907,1.45560407569141,7.62016412661196,0,8.21355236139631,3.18674314850223,0,12.5786163522013,2.55754475703325,3.12989045383412,2.69723533378287,6.13967766692249,1.21802679658953,17.9310344827586,3.295978905735,15.2121697357886,0,1.29198966408269,6.57030223390276,1.26582278481013,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,uncultured bacterium
LC028795.1.1498,4.09276944065484,5.60616678346181,2.34741784037559,1.89933523266857,1.15740740740741,1.11358574610245,0,0,0,0,0.930232558139535,0,0,0,1.36892539356605,1.27469725940089,0,0,1.27877237851662,0,0.674308833445718,3.06983883346124,1.21802679658953,3.44827586206897,1.318391562294,4.00320256204964,5.32859680284192,1.29198966408269,3.94218134034166,1.26582278481013,3.07692307692308,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured bacterium
KM073960.1.1398,0,0,0.782472613458529,0,1.15740740740741,0,0,0,2.35109717868339,3.16455696202532,1.86046511627907,7.27802037845707,1.17233294255569,0,0,0,0,0,0.639386189258312,0,0,0,0,0,0.659195781147001,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,Microvirga sp. THG S11-17
EF466115.1.1398,0,0,0,0,0,0,0,0,3.13479623824452,0,0,0,1.17233294255569,0,0,0.637348629700446,0,0,0,3.12989045383412,0,0,1.21802679658953,0,0,0,0,0,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides koreensis
LSCT01000005.26.1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7426420260096,0,8.42105263157896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 6,Bacteroidales bacterium KA00344
KF037718.1.1467,0,2.10231254379818,0,0,5.20833333333334,0,5.80046403712297,0.813008130081301,10.1880877742947,12.6582278481013,10.2325581395349,0,4.1031652989449,1.87617260787993,0,1.91204588910134,0,0,1.27877237851662,0,1.34861766689144,0.767459708365311,0,0,0,0.800640512409928,0,0,0,0,0,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,
FPLS01014291.13.1503,0,0.700770847932726,0.782472613458529,2.37416904083571,9.25925925925926,0,4.64037122969838,0,7.05329153605016,16.8776371308017,1.86046511627907,0,2.34466588511137,0,0.684462696783026,5.09878903760357,0,0,0,0,0.674308833445718,2.30237912509593,0,0.689655172413793,0,0,0,3.87596899224806,0,1.26582278481013,3.07692307692308,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,metagenome
EU462612.1.1373,0,4.20462508759636,0,0,0,0,0,0,0,0,0,11.6448326055313,0,0,0,0,0,0,0,0,0,0,1.21802679658953,0,0,0,0,3.87596899224806,0,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,uncultured,uncultured bacterium
AY957905.1.1474,0,0,0.782472613458529,0.949667616334283,1.73611111111111,2.2271714922049,3.48027842227378,0,1.56739811912226,3.16455696202532,2.79069767441861,0,2.34466588511137,0,0.684462696783026,0,0,0,3.83631713554987,3.12989045383412,0,0.767459708365311,0,0,0,0,0,0,2.62812089356111,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,uncultured bacterium
EF158852.1.1532,0.682128240109141,4.90539593552908,2.34741784037559,0.474833808167142,0.578703703703704,2.2271714922049,0,0,0,2.10970464135021,0,0,0.586166471277843,1.87617260787993,1.36892539356605,0,0,0,0,0,0,0.767459708365311,0,0,0,0,0,0,1.31406044678055,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium album
GQ451243.1.1498,0.682128240109141,1.40154169586545,0,1.89933523266857,0,1.11358574610245,0,0,0,0,0,0,0.586166471277843,0,1.36892539356605,0,0,0,0,0,0,0,0,0.689655172413793,0.659195781147001,0,0,0,0,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,uncultured bacterium
LN568705.1.1365,0.682128240109141,0,2.34741784037559,0,1.73611111111111,1.11358574610245,0,0,0.783699059561129,1.05485232067511,1.86046511627907,2.91120815138283,0,0,0,0.637348629700446,0,0,1.91815856777494,3.12989045383412,0.674308833445718,1.53491941673062,0,0,0.659195781147001,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,uncultured bacterium
KT692623.1.1348,0,0,0,0,1.15740740740741,1.11358574610245,1.16009280742459,0,0.783699059561129,0,1.86046511627907,0,0.586166471277843,0,0,0,0,2.79524807826695,0,0,2.02292650033715,0,3.65408038976858,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,bacterium CYSHGTGPM05-16
EU469321.1.1280,2.72851296043656,6.30693763139454,0,1.42450142450143,0,0,0,0,0,0,0,0,0,0,1.36892539356605,0,0,2.09643605870021,0,0,0,0,1.21802679658953,2.75862068965517,3.295978905735,0,3.55239786856128,1.29198966408269,0,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,uncultured,uncultured bacterium
KM462861.7542.9084,0,0,0,0,0.578703703703704,0,0,0,2.35109717868339,6.32911392405064,2.79069767441861,0,0.586166471277843,0,0,0,0,0,0,1.56494522691706,0,0.767459708365311,0,0,0.659195781147001,0,0,0,0,0,0,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Myrmecia israelensis,,
LC028614.1.1499,2.04638472032742,0,3.12989045383412,3.79867046533713,0,2.2271714922049,0,0,0.783699059561129,0,0,0,0.586166471277843,0,1.36892539356605,0,0,0.698812019566737,0,4.69483568075118,0,0,0,6.89655172413793,0,7.20576461168936,0,2.58397932816538,1.31406044678055,1.26582278481013,3.07692307692308,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured bacterium
JF417745.1.1511,0,0,0,0.474833808167142,0.578703703703704,0,0,1.6260162601626,0.783699059561129,2.10970464135021,5.58139534883721,0,0,0,0,0,0,0,0.639386189258312,6.25978090766824,0,0,0,0,0.659195781147001,0,0,0,0,0,0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured bacterium
JX095343.1.1385,0,0,0,1.42450142450143,0.578703703703704,0,1.16009280742459,1.6260162601626,0,0,0,0,1.75849941383353,0,1.36892539356605,0.637348629700446,0,0,1.27877237851662,3.12989045383412,0,0,0,1.37931034482759,4.61437046802901,4.00320256204964,0,2.58397932816538,1.31406044678055,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured bacterium
JN167603.1.1476,1.36425648021828,2.8030833917309,2.34741784037559,1.89933523266857,0,0,0,0,0,0,0,0,1.17233294255569,0,4.10677618069815,0,0,0,0,0,0,0,0,2.75862068965517,1.977587343441,1.60128102481986,1.77619893428064,0,2.62812089356111,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Candidatus Soleaferrea,uncultured Acetanaerobacterium sp.
KJ957743.1.1429,0,0,0.782472613458529,1.42450142450143,0,0,0,0,0,0,0.930232558139535,0,0.586166471277843,0,0,0,0,0.698812019566737,0,0,0,0.767459708365311,0,0.689655172413793,1.318391562294,0.800640512409928,0,1.29198966408269,0,0,0,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,uncultured bacterium,
AY167836.1.1338,0,0,0,0,0,1.11358574610245,0,0,0,2.10970464135021,0,0,0,0,0,1.27469725940089,0,0,0,0,0,0,0,0,3.295978905735,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. SAFR-023
LT629739.583764.585308,0,0.700770847932726,0,0,0,0,0,0,0,0,0,0,0,7.50469043151971,0,0,0,0,1.27877237851662,0,0,0,0,0,1.977587343441,0,0,0,0,0,3.07692307692308,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sandarakinum
KT952748.1.1490,2.04638472032742,2.10231254379818,5.4773082942097,0.949667616334283,0,8.9086859688196,0,0,2.35109717868339,3.16455696202532,0.930232558139535,1.45560407569141,3.51699882766706,0,0,0,0,2.09643605870021,3.19693094629156,0,3.37154416722859,0,2.43605359317905,1.37931034482759,0.659195781147001,4.00320256204964,1.77619893428064,1.29198966408269,2.62812089356111,13.9240506329114,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,uncultured bacterium
KF098947.1.1343,0,0,0,0.949667616334283,1.15740740740741,0,8.12064965197216,0,0,6.32911392405064,0,0,1.75849941383353,3.75234521575985,0,0,0,0,0,0,0,0,0,0,1.318391562294,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,uncultured bacterium
AB185787.1.1530,1.36425648021828,0,3.91236306729265,1.89933523266857,2.89351851851852,1.11358574610245,0,1.6260162601626,0,0,0.930232558139535,0,0,0,6.84462696783026,0.637348629700446,0,2.79524807826695,1.27877237851662,0,0,0.767459708365311,1.21802679658953,0,3.95517468688201,0.800640512409928,0,7.75193798449613,0,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 2,uncultured rumen bacterium
BBFX01000383.850.2365,2.04638472032742,2.8030833917309,1.56494522691706,0.474833808167142,2.89351851851852,3.34075723830735,4.64037122969838,1.6260162601626,0,3.16455696202532,2.79069767441861,0,9.37866354044549,1.87617260787993,0.684462696783026,5.09878903760357,0,2.09643605870021,3.19693094629156,0,2.02292650033715,0,6.09013398294763,0.689655172413793,4.61437046802901,0,0,0,0,5.06329113924051,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Granulicoccus,Granulicoccus phenolivorans JCM 15570
KM019941.1.1461,0,0,0,0,0,0,3.48027842227378,4.06504065040651,1.56739811912226,0,0,0,0,0,0.684462696783026,1.91204588910134,25.2631578947369,0,0,0,0,0,0,0,0.659195781147001,0,0,0,0,0,0,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Nostoc PCC-73102,Nostoc pruniforme SAG 62.79
FPLL01007433.11.1521,3.4106412005457,5.60616678346181,2.34741784037559,2.37416904083571,8.10185185185186,2.2271714922049,2.32018561484919,0.813008130081301,7.05329153605016,8.43881856540085,3.72093023255814,8.73362445414848,5.86166471277843,5.62851782363978,2.05338809034908,3.82409177820268,12.6315789473684,2.09643605870021,3.83631713554987,0,4.04585300067431,0.767459708365311,7.30816077953716,0,1.977587343441,0,0,0,2.62812089356111,3.79746835443038,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,metagenome
JX218506.1.1495,2.72851296043656,4.20462508759636,3.12989045383412,1.89933523266857,1.15740740740741,1.11358574610245,3.48027842227378,2.4390243902439,0.783699059561129,2.10970464135021,4.65116279069768,0,1.75849941383353,1.87617260787993,6.16016427104723,0.637348629700446,2.10526315789474,2.09643605870021,4.47570332480819,0,0,3.83729854182656,2.43605359317905,5.51724137931035,0.659195781147001,7.20576461168936,10.6571936056838,3.87596899224806,0,0,3.07692307692308,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus Saccharimonas,uncultured rumen bacterium
EF019724.1.1361,2.04638472032742,2.8030833917309,7.82472613458529,1.89933523266857,8.10185185185186,4.4543429844098,11.6009280742459,3.2520325203252,7.05329153605016,16.8776371308017,4.65116279069768,2.91120815138283,4.68933177022274,0,2.05338809034908,3.18674314850223,0,3.49406009783368,7.67263427109975,0,0.674308833445718,0.767459708365311,3.65408038976858,0,0,0.800640512409928,0,2.58397932816538,1.31406044678055,6.32911392405064,0,Bacteria,Chloroflexi,KD4-96,uncultured bacterium,,,
FJ957785.1.1516,12.9604365620737,18.9208128941836,14.0845070422535,173.789173789174,127.893518518519,3.34075723830735,263.341067285383,22.7642276422764,12.5391849529781,247.89029535865,65.1162790697675,5.82241630276565,145.955451348183,1159.47467166979,19.8494182067077,251.752708731676,117.894736842105,25.8560447239693,15.3452685421995,273.865414710485,28.9952798381659,36.8380660015349,6.09013398294763,3.44827586206897,299.274884640738,2.40192153722979,12.4333925399645,16.7958656330749,7.88436268068332,31.6455696202532,95.3846153846155,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,uncultured Staphylococcus sp.
LC028882.1.1518,4.77489768076399,0.700770847932726,4.69483568075118,15.1946818613485,7.52314814814815,1.11358574610245,1.16009280742459,2.4390243902439,0.783699059561129,3.16455696202532,7.44186046511628,0,9.37866354044549,0,8.89801505817933,5.73613766730402,2.10526315789474,10.4821802935011,0.639386189258312,3.12989045383412,8.09170600134862,5.37221795855718,1.21802679658953,17.2413793103448,3.295978905735,14.4115292233787,5.32859680284192,7.75193798449613,3.94218134034166,2.53164556962025,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,dgA-11 gut group,uncultured bacterium
EU475681.1.1364,4.09276944065484,2.10231254379818,3.12989045383412,1.42450142450143,5.20833333333334,2.2271714922049,0,3.2520325203252,0,7.38396624472574,5.58139534883721,0,0,7.50469043151971,3.42231348391513,3.18674314850223,0,2.79524807826695,1.27877237851662,0,2.69723533378287,3.06983883346124,1.21802679658953,3.44827586206897,0,7.20576461168936,0,0,0,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,uncultured,uncultured bacterium
KC432645.1.1524,0,0,0.782472613458529,0.949667616334283,1.15740740740741,1.11358574610245,0,1.6260162601626,0.783699059561129,2.10970464135021,2.79069767441861,2.91120815138283,0.586166471277843,0,0,0.637348629700446,0,0.698812019566737,1.27877237851662,0,4.04585300067431,2.30237912509593,2.43605359317905,0,0.659195781147001,0,0,1.29198966408269,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp. RL091
FN436091.1.1494,0,0.700770847932726,0,0.474833808167142,0.578703703703704,1.11358574610245,0,0,0,0,0.930232558139535,1.45560407569141,2.93083235638922,0,0,1.27469725940089,0,0,0.639386189258312,0,1.34861766689144,0,1.21802679658953,0,0,0,0,0,0,2.53164556962025,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Tissierella,uncultured bacterium
HM129429.1.1461,0,0.700770847932726,0,0.474833808167142,0,0,0,5.69105691056911,1.56739811912226,1.05485232067511,1.86046511627907,0,1.17233294255569,0,0,0,0,0.698812019566737,1.27877237851662,0,3.37154416722859,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,uncultured bacterium
EU794093.1.1449,10.2319236016371,1.40154169586545,15.6494522691706,7.59734093067427,16.2037037037037,0,19.7215777262181,8.94308943089431,0.783699059561129,12.6582278481013,2.79069767441861,0,15.2403282532239,0,15.0581793292266,5.09878903760357,0,10.4821802935011,4.47570332480819,0,14.1604855023601,5.37221795855718,1.21802679658953,20,8.56954515491101,24.8198558847078,0,2.58397932816538,14.4546649145861,2.53164556962025,6.15384615384616,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,uncultured Bacteroidales bacterium
EU470456.1.1402,0,1.40154169586545,3.12989045383412,0,0,0,0,1.6260162601626,0,4.21940928270042,0.930232558139535,0,1.17233294255569,0,0.684462696783026,0.637348629700446,0,2.09643605870021,0,0,0.674308833445718,1.53491941673062,0,0.689655172413793,3.295978905735,0.800640512409928,8.88099467140321,0,9.19842312746387,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,uncultured bacterium
EF445142.1.1496,0.682128240109141,4.90539593552908,1.56494522691706,4.74833808167142,0,1.11358574610245,0,0,0,0,0,7.27802037845707,0,7.50469043151971,2.05338809034908,0.637348629700446,21.0526315789474,3.49406009783368,3.83631713554987,0,0,5.37221795855718,1.21802679658953,0,1.318391562294,0.800640512409928,0,5.16795865633075,2.62812089356111,5.06329113924051,80.0000000000001,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,dgA-11 gut group,uncultured bacterium
LC028579.1.1502,8.86766712141883,15.41695865452,15.6494522691706,26.1158594491928,3.47222222222222,3.34075723830735,4.64037122969838,15.4471544715447,2.35109717868339,1.05485232067511,7.44186046511628,10.1892285298399,5.27549824150059,0,11.6358658453114,20.3951561504143,0,15.3738644304682,3.83631713554987,31.2989045383412,1.34861766689144,18.4190330007675,0,21.3793103448276,24.390243902439,29.6236989591674,5.32859680284192,10.3359173126615,27.5952693823916,6.32911392405064,3.07692307692308,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured bacterium
KC541307.1.1552,0,0.700770847932726,0.782472613458529,0.474833808167142,0,3.34075723830735,2.32018561484919,0,1.56739811912226,0,0.930232558139535,0,0.586166471277843,0,1.36892539356605,0,0,0,1.91815856777494,0,1.34861766689144,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,uncultured bacterium
KM978280.1.1548,70.9413369713506,18.9208128941836,44.6009389671362,6.17283950617284,28.3564814814815,7.79510022271715,16.2412993039443,9.75609756097561,23.5109717868339,17.9324894514768,14.8837209302326,11.6448326055313,34.5838218053927,9.38086303939963,12.3203285420945,15.2963671128107,27.3684210526316,570.929419986024,21.0997442455243,17.2143974960877,14.8347943358058,13.8142747505756,36.5408038976858,2.06896551724138,10.547132498352,0.800640512409928,0,10.3359173126615,9.19842312746387,31.6455696202532,6.15384615384616,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,uncultured Firmicutes bacterium
DQ394674.1.1515,6.13915416098227,6.30693763139454,1.56494522691706,0,2.89351851851852,0,3.48027842227378,1.6260162601626,0,3.16455696202532,1.86046511627907,2.91120815138283,1.17233294255569,0,2.7378507871321,2.54939451880179,0,1.39762403913347,3.19693094629156,0,0.674308833445718,9.20951650038373,0,8.27586206896552,8.56954515491101,8.00640512409928,3.55239786856128,6.45994832041344,6.57030223390276,2.53164556962025,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured rumen bacterium
EF188427.1.1469,0,0,0,0.949667616334283,0,2.2271714922049,0,0,0,0,0,0,0.586166471277843,0,0,1.91204588910134,0,0,0,0,0,1.53491941673062,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured alpha proteobacterium
KC554374.1.1518,0,1.40154169586545,0,0.474833808167142,1.15740740740741,3.34075723830735,0,0,4.70219435736677,2.10970464135021,2.79069767441861,1.45560407569141,0,1.87617260787993,0,1.91204588910134,0,0.698812019566737,3.19693094629156,4.69483568075118,0,0,0,0,1.318391562294,0,0,2.58397932816538,0,0,0,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,uncultured bacterium
KM244805.1.1475,1.36425648021828,7.00770847932726,1.56494522691706,0.949667616334283,0,0,0,0.813008130081301,0,0,0,13.1004366812227,0,0,0,1.91204588910134,2.10526315789474,0,0.639386189258312,0,0,0,0,0.689655172413793,0,0,0,3.87596899224806,0,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured Clostridium sp.
KR068079.1.1489,0,0,0,0,0,0,0,0.813008130081301,0,0,0,0,0.586166471277843,0,0,1.91204588910134,0,0,0.639386189258312,0,0,0.767459708365311,0,0,0,0.800640512409928,1.77619893428064,0,0,2.53164556962025,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 1,uncultured rumen bacterium
GQ448612.1.1402,1.36425648021828,1.40154169586545,2.34741784037559,1.42450142450143,1.15740740740741,0,0,0,0,0,0,4.36681222707424,1.75849941383353,0,1.36892539356605,0,0,2.79524807826695,3.83631713554987,0,0,0,0,2.06896551724138,0.659195781147001,0.800640512409928,3.55239786856128,0,1.31406044678055,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured bacterium
EU776453.1.1368,0,2.8030833917309,0.782472613458529,1.42450142450143,0,0,0,0,0,0,0.930232558139535,0,0,0,0.684462696783026,0.637348629700446,0,0.698812019566737,0,0,0,0,0,1.37931034482759,0,1.60128102481986,0,1.29198966408269,0,1.26582278481013,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured bacterium
AP014946.693988.695460,0.682128240109141,0,0,0.474833808167142,1.73611111111111,0,2.32018561484919,0,3.13479623824452,1.05485232067511,0.930232558139535,0,0,0,0,0,0,0.698812019566737,0.639386189258312,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,Variibacter gotjawalensis
FPLS01027507.9.1523,0,0.700770847932726,3.12989045383412,0,3.47222222222222,0,4.64037122969838,0,9.40438871473355,0,7.44186046511628,0,5.86166471277843,0,0,1.27469725940089,2.10526315789474,0.698812019566737,1.91815856777494,0,3.37154416722859,0.767459708365311,1.21802679658953,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,metagenome
FN563180.1.1446,1.36425648021828,2.8030833917309,0,0,1.15740740740741,0,0,0,0,0,0.930232558139535,0,0,0,0,0,2.10526315789474,0,0,0,0,0,0,0,0.659195781147001,0,0,0,0,1.26582278481013,0,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,uncultured bacterium
KJ571141.1.1490,0,2.10231254379818,0,1.42450142450143,0,0,0,0.813008130081301,0,1.05485232067511,0,0,0,0,0,1.27469725940089,0,0,0,0,0,1.53491941673062,0,1.37931034482759,3.295978905735,0.800640512409928,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured bacterium
BBGM01000056.204.1722,0,0,0.782472613458529,0,0.578703703703704,0,5.80046403712297,1.6260162601626,1.56739811912226,0,0,0,0.586166471277843,1.87617260787993,0,1.27469725940089,0,0,0,0,0,0,0,0,0,0,0,1.29198966408269,1.31406044678055,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Isoptericola,Isoptericola variabilis JCM 11754
EF404387.1.1497,2.04638472032742,5.60616678346181,2.34741784037559,3.32383665716999,2.31481481481482,0,2.32018561484919,0,0,2.10970464135021,3.72093023255814,1.45560407569141,0,0,2.05338809034908,3.18674314850223,0,4.19287211740042,0,31.2989045383412,0,8.44205679201842,0,3.44827586206897,1.977587343441,1.60128102481986,3.55239786856128,5.16795865633075,2.62812089356111,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-013,uncultured bacterium
